person,filename,prompt_index,category,prompt,seed,identity_cosine_distance,face_size_px,passed,timestamp
professor,professor_0003.jpg,4,lighting,"a photorealistic portrait photo of a person, dim moody indoor lighting, sharp focus",10007,0.2721,241.5,True,2026-08-23T19:24:24.233821
professor,professor_0004.jpg,5,lighting,"a photorealistic portrait photo of a person, natural outdoor daylight, sharp focus",10009,0.4841,235.5,True,2026-08-23T19:24:29.624579
me,me_0006.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10006,0.3782,269.8999938964844,True,2026-08-23T19:44:37.053817
me,me_0007.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10008,0.3769,253.1999969482422,True,2026-08-23T19:44:44.773565
me,me_0008.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10010,0.4014,264.70001220703125,False,2026-08-23T19:44:51.628222
me,me_0008.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10011,0.3818,222.1999969482422,True,2026-08-23T19:44:58.032757
me,me_0009.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10013,0.373,183.0,True,2026-08-23T19:45:04.819500
me,me_0010.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10015,0.3788,269.0,True,2026-08-23T19:45:11.039228
teammate,teammate_0005.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10005,0.2786,246.5,True,2026-08-23T19:45:17.416151
teammate,teammate_0006.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10007,1.0,0.0,False,2026-08-23T19:45:23.946784
teammate,teammate_0006.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10008,0.2982,251.8000030517578,True,2026-08-23T19:45:30.457725
teammate,teammate_0007.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10010,0.3049,259.8999938964844,True,2026-08-23T19:45:36.880435
teammate,teammate_0008.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10012,0.2778,191.8000030517578,True,2026-08-23T19:45:43.911689
teammate,teammate_0009.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10014,0.2481,193.1000061035156,True,2026-08-23T19:45:50.561690
professor,professor_0005.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10005,0.5053,249.8999938964844,False,2026-08-23T19:45:57.159916
professor,professor_0005.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10006,0.467,261.1000061035156,False,2026-08-23T19:46:04.038160
professor,professor_0005.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10007,1.0,0.0,False,2026-08-23T19:46:10.703465
professor,professor_0005.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10008,0.4749,253.8999938964844,False,2026-08-23T19:46:17.668920
professor,professor_0005.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10009,0.4564,254.8999938964844,False,2026-08-23T19:46:24.320888
professor,professor_0005.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10010,1.0,0.0,False,2026-08-23T19:46:30.704900
professor,professor_0005.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10011,0.4713,258.70001220703125,False,2026-08-23T19:46:37.639187
professor,professor_0005.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10012,0.2653,210.5,True,2026-08-23T19:46:45.281742
professor,professor_0006.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10014,0.3886,236.8000030517578,True,2026-08-23T19:46:52.417300
professor,professor_0007.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10016,0.4623,260.79998779296875,False,2026-08-23T19:47:00.022456
professor,professor_0007.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10017,0.3423,215.1999969482422,True,2026-08-23T19:47:07.944904
professor,professor_0008.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10019,0.4978,264.1000061035156,False,2026-08-23T19:47:15.947228
professor,professor_0008.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10020,0.4663,255.3000030517578,False,2026-08-23T19:47:22.901940
professor,professor_0008.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10021,0.4509,249.8999938964844,False,2026-08-23T19:47:29.727350
professor,professor_0008.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10022,1.0,0.0,False,2026-08-23T19:47:36.644968
professor,professor_0008.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10023,0.3511,242.8999938964844,True,2026-08-23T19:47:44.140661
professor,professor_0009.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10025,0.5379,266.5,False,2026-08-23T19:47:51.803836
professor,professor_0009.jpg,2,slight_variation,"realistic photograph of the same person, clear frontal face, looking directly at the camera, neutral expression, head and shoulders, natural skin texture, realistic facial structure, soft studio lighting, clean white background, single person, centered portrait",10026,0.4629,250.8999938964844,False,2026-08-23T19:47:58.633086
professor,professor_0009.jpg,0,frontal,"photorealistic ID photo of the same person, front-facing straight-on head and shoulders portrait, looking directly at the camera, neutral expression, natural facial proportions, natural skin texture, even studio lighting, plain white background, single person, centered face",10027,0.547,269.1000061035156,False,2026-08-23T19:48:06.649176
professor,professor_0009.jpg,1,frontal_lighting,"photorealistic passport-style photograph of the same person, front-facing, looking directly at camera, neutral expression, head and shoulders, centered composition, natural skin texture, realistic facial proportions, soft even lighting, plain white background, single person",10028,1.0,0.0,False,2026-08-23T19:48:14.127083
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10000,0.4061,209.5,False,2026-08-23T19:56:51.317323
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10001,0.4199,272.20001220703125,False,2026-08-23T19:57:00.250532
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10002,1.0,0.0,False,2026-08-23T19:57:07.159007
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10003,1.0,0.0,False,2026-08-23T19:57:13.649549
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10004,0.4095,261.20001220703125,False,2026-08-23T19:57:20.511171
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10005,0.4089,257.8999938964844,False,2026-08-23T19:57:27.526127
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10006,1.0,0.0,False,2026-08-23T19:57:34.403455
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,1.0,0.0,False,2026-08-23T19:57:40.967463
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10008,0.3927,263.0,False,2026-08-23T19:57:49.821758
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10009,0.3992,251.0,False,2026-08-23T19:57:57.559579
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10010,0.3974,260.20001220703125,False,2026-08-23T19:58:04.341176
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10011,0.431,236.8000030517578,False,2026-08-23T19:58:11.139489
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10012,0.3938,276.6000061035156,False,2026-08-23T19:58:18.194483
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10013,0.3663,173.60000610351562,False,2026-08-23T19:58:25.375045
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10014,0.3822,220.1000061035156,False,2026-08-23T19:58:32.518731
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10015,0.3847,250.0,False,2026-08-23T19:58:39.784233
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10016,0.3837,203.8999938964844,False,2026-08-23T19:58:46.594899
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10017,1.0,0.0,False,2026-08-23T19:58:53.430189
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10018,1.0,0.0,False,2026-08-23T19:59:00.380078
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10019,0.3806,241.1000061035156,False,2026-08-23T19:59:07.192736
teammate,teammate_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10000,0.2523,216.8000030517578,True,2026-08-23T19:59:14.290156
teammate,teammate_0001.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10002,0.2808,225.0,True,2026-08-23T19:59:21.397268
teammate,teammate_0002.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10004,0.3737,259.20001220703125,False,2026-08-23T19:59:28.427399
teammate,teammate_0002.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10005,0.3246,262.29998779296875,True,2026-08-23T19:59:35.201851
teammate,teammate_0003.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,0.3382,267.3999938964844,True,2026-08-23T19:59:42.592884
teammate,teammate_0004.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10009,0.3161,241.1999969482422,True,2026-08-23T19:59:48.971229
professor,professor_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10000,0.2913,207.3000030517578,True,2026-08-23T19:59:55.513886
professor,professor_0001.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10002,0.2543,208.6999969482422,True,2026-08-23T20:00:01.703975
professor,professor_0002.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10004,0.2701,256.20001220703125,True,2026-08-23T20:00:08.364016
professor,professor_0003.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10006,0.3041,261.5,True,2026-08-23T20:00:14.958708
professor,professor_0004.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10008,0.3209,251.5,True,2026-08-23T20:00:21.340559
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10000,0.4061,209.5,False,2026-08-23T20:01:24.640708
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10001,0.4199,272.20001220703125,False,2026-08-23T20:01:31.539173
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10002,1.0,0.0,False,2026-08-23T20:01:37.887036
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10003,1.0,0.0,False,2026-08-23T20:01:44.402656
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10004,0.4095,261.20001220703125,False,2026-08-23T20:01:51.523283
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10005,0.4089,257.8999938964844,False,2026-08-23T20:01:58.965205
me,me_0000.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10006,1.0,0.0,False,2026-08-23T20:02:05.762562
me,me_0000.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,1.0,0.0,False,2026-08-23T20:02:12.408512
me,me_0000.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10008,0.3927,263.0,True,2026-08-23T20:02:20.007009
me,me_0001.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10010,0.4319,268.1000061035156,False,2026-08-23T20:02:27.493292
me,me_0001.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10011,0.3927,212.6000061035156,True,2026-08-23T20:02:34.238017
me,me_0002.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10013,0.3828,263.3999938964844,True,2026-08-23T20:02:40.325850
me,me_0003.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10015,0.3847,250.0,True,2026-08-23T20:02:46.930502
me,me_0004.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10017,0.387,207.8999938964844,True,2026-08-23T20:02:53.396533
teammate,teammate_0005.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10005,0.3246,262.29998779296875,True,2026-08-23T20:02:59.837368
teammate,teammate_0006.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,0.3382,267.3999938964844,True,2026-08-23T20:03:06.195622
teammate,teammate_0007.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10009,0.3161,241.1999969482422,True,2026-08-23T20:03:12.616380
teammate,teammate_0008.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10011,0.3195,221.3000030517578,True,2026-08-23T20:03:19.184548
teammate,teammate_0009.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10013,0.3274,210.6000061035156,True,2026-08-23T20:03:25.575516
professor,professor_0005.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10005,0.3311,254.6999969482422,True,2026-08-23T20:03:32.155573
professor,professor_0006.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10007,1.0,0.0,False,2026-08-23T20:03:38.693348
professor,professor_0006.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10008,0.3019,268.0,True,2026-08-23T20:03:45.367166
professor,professor_0007.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10010,0.398,252.3000030517578,True,2026-08-23T20:03:51.865953
professor,professor_0008.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10012,0.3969,174.10000610351562,True,2026-08-23T20:03:58.791044
professor,professor_0009.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10014,0.3314,256.0,True,2026-08-23T20:04:07.148034
teammate,teammate_0010.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10010,0.3155,263.3999938964844,True,2026-08-23T20:08:40.629514
teammate,teammate_0011.jpg,1,id_studio,"photorealistic passport-style photograph of the same person, straight frontal view, looking directly at camera, neutral expression, natural skin tone, realistic facial proportions, head and shoulders, soft even illumination, plain white background, single person, centered",10012,0.2756,184.6999969482422,True,2026-08-23T20:08:50.298798
teammate,teammate_0012.jpg,2,id_clean,"realistic photograph of the same person, clear frontal face, direct eye contact with camera, neutral expression, natural skin and hair, realistic facial proportions, head and shoulders, plain white background, single person, centered",10014,0.2266,178.6999969482422,True,2026-08-23T20:08:57.302384
teammate,teammate_0013.jpg,0,id_front,"photorealistic identity verification photograph of the same person, front-facing straight-on face, looking directly into the camera, neutral expression, natural facial proportions, realistic skin texture, head and shoulders, centered composition, even soft lighting, plain white background, single person",10016,0.251,233.3999938964844,True,2026-08-23T20:09:04.165856
